parentID;ID;code;name;comments;hasGrain;length;width;thickness;quantity;units;coverSide;type;materialType;materialCode;colorCode
688;689;kandikuava_p6hi WP 1;WP of ;;False;464;315;20;0,146;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
684;691;kandikuava_vasak_kylg;;;False;508;330;20;1;;;Part;;;
691;692;kandikuava_vasak_kylg WP 1;WP of ;;False;508;330;20;0,168;m²;;Fill Workpiece;Laminated Board;L_V_PLP;AB_835
691;694;kandikuava_vasak_kylg WP 2;WP of ;;False;315;20;1;0,315;m;Right;Cover Workpiece;Edge Band;ABS;EG_U999
691;696;kandikuava_vasak_kylg WP 3;WP of ;;False;315;20;1;0,315;m;Left;Cover Workpiece;Edge Band;ABS;EG_U999
684;698;kandikuava_parem_kylg;;;False;508;330;20;1;;;Part;;;
698;699;kandikuava_parem_kylg WP 1;WP of ;;False;508;330;20;0,168;m²;;Fill Workpiece;Laminated Board;L_V_PLP;AB_835
698;701;kandikuava_parem_kylg WP 2;WP of ;;False;315;20;1;0,315;m;Left;Cover Workpiece;Edge Band;ABS;EG_U999
698;703;kandikuava_parem_kylg WP 3;WP of ;;False;315;20;1;0,315;m;Right;Cover Workpiece;Edge Band;ABS;EG_U999
684;705;kandikuava_tagasein;;;False;508;504;20;1;;;Part;;;
705;706;kandikuava_tagasein WP 1;WP of ;;False;508;504;20;0,256;m²;;Fill Workpiece;Laminated Board;L_V_PLP;AB_835
705;708;kandikuava_tagasein WP 2;WP of ;;False;504;20;1;0,504;m;Right;Cover Workpiece;Edge Band;ABS;EG_U999
705;710;kandikuava_tagasein WP 3;WP of ;;False;508;20;1;0,508;m;Back;Cover Workpiece;Edge Band;ABS;EG_U999
705;712;kandikuava_tagasein WP 4;WP of ;;False;504;20;1;0,504;m;Left;Cover Workpiece;Edge Band;ABS;EG_U999
705;714;kandikuava_tagasein WP 5;WP of ;;False;508;20;1;0,508;m;Front;Cover Workpiece;Edge Band;ABS;EG_U999
684;607;puit_tyybel_8x35;;;;;;;12;;;Purchased;;;
684;13;Kruvitõmmits 5x50;;;;;;;22;;;Purchased;;;
783;784;Z1_vasak_kylg;;;False;909;663;18;1;;;Part;;;
784;785;Z1_vasak_kylg WP 1;WP of ;;False;909;663;18;0,603;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
784;787;Z1_vasak_kylg WP 2;WP of ;;False;841;18;1;0,841;m;Front;Cover Workpiece;Edge Band;ABS;EG_F187
784;789;Z1_vasak_kylg WP 3;WP of ;;False;530;18;1;0,53;m;Right;Cover Workpiece;Edge Band;ABS;EG_F187
783;791;Z1_parem_kylg;;;False;909;663;18;1;;;Part;;;
791;792;Z1_parem_kylg WP 1;WP of ;;False;909;663;18;0,603;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
791;794;Z1_parem_kylg WP 2;WP of ;;False;841;18;1;0,841;m;Front;Cover Workpiece;Edge Band;ABS;EG_F187
791;796;Z1_parem_kylg WP 3;WP of ;;False;530;18;1;0,53;m;Right;Cover Workpiece;Edge Band;ABS;EG_F187
783;798;Z1_p6hi;;;False;892;662;18;1;;;Part;;;
798;799;Z1_p6hi WP 1;WP of ;;False;892;662;18;0,591;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
798;801;Z1_p6hi WP 2;WP of ;;False;892;18;1;0,892;m;Back;Cover Workpiece;Edge Band;ABS;EG_F187
783;803;Z1_sise_sokkel;;;False;928;68;18;1;;;Part;;;
803;804;Z1_sise_sokkel WP 1;WP of ;;False;928;68;18;0,063;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
803;806;Z1_sise_sokkel WP 2;WP of ;;False;928;18;1;0,928;m;Front;Cover Workpiece;Edge Band;ABS;EG_F187
803;808;Z1_sise_sokkel WP 3;WP of ;;False;68;18;1;0,068;m;Left;Cover Workpiece;Edge Band;ABS;EG_F187
803;810;Z1_sise_sokkel WP 4;WP of ;;False;68;18;1;0,068;m;Right;Cover Workpiece;Edge Band;ABS;EG_F187
783;812;Z1_vahesein;;;False;823;662;18;1;;;Part;;;
812;813;Z1_vahesein WP 1;WP of ;;False;823;662;18;0,545;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
812;815;Z1_vahesein WP 2;WP of ;;False;823;18;1;0,823;m;Back;Cover Workpiece;Edge Band;ABS;EG_F187
783;817;Z1_vahelagi;;;False;662;228;18;1;;;Part;;;
817;818;Z1_vahelagi WP 1;WP of ;;False;662;228;18;0,151;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
817;820;Z1_vahelagi WP 2;WP of ;;False;228;18;1;0,228;m;Left;Cover Workpiece;Edge Band;ABS;EG_F187
783;822;Z1_lisatykk;;;False;200;65;18;1;;;Part;;;
822;823;Z1_lisatykk WP 1;WP of ;;False;200;65;18;0,013;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
783;825;Z1_esipaneel;;;True;1128;862;15;1;;;Part;;;
825;826;Z1_esipaneel WP 1;WP of ;;True;1128;862;15;0,972;m²;;Fill Workpiece;Board;VIN_KASK_CP/CP;
825;828;Z1_esipaneel WP 2;WP of ;;False;;;0;0;m²;Bottom;Cover Workpiece;Paint;värv;RAL_9011
783;830;Z1_t66pind;;;True;1128;680;21;1;;;Part;;;
830;831;Z1_t66pind WP 1;WP of ;;True;1128;680;21;0,767;m²;;Fill Workpiece;Board;VIN_KASK_CP/CP;
830;833;Z1_t66pind WP 2;WP of ;;False;;;0;0;m²;Back, Bottom, Inward;Cover Workpiece;Paint;värv;RAL_9011
783;855;Z1_sideliist;;;False;646;112;18;1;;;Part;;;
855;856;Z1_sideliist WP 1;WP of ;;False;646;112;18;0,072;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
855;858;Z1_sideliist WP 2;WP of ;;False;646;18;1;0,646;m;Back;Cover Workpiece;Edge Band;ABS;EG_F187
783;860;Z1_riiul;;;False;661;228;18;1;;;Part;;;
860;861;Z1_riiul WP 1;WP of ;;False;661;228;18;0,15;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
860;863;Z1_riiul WP 2;WP of ;;False;227;18;1;0,227;m;Left;Cover Workpiece;Edge Band;ABS;EG_F187
783;865;Z1_v2lis_sokkel;;;False;1128;68;18;1;;;Part;;;
865;866;Z1_v2lis_sokkel WP 1;WP of ;;False;1128;68;18;0,077;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
865;868;Z1_v2lis_sokkel WP 2;WP of ;;False;68;18;1;0,068;m;Left;Cover Workpiece;Edge Band;ABS;EG_F187
865;870;Z1_v2lis_sokkel WP 3;WP of ;;False;1128;18;1;1,128;m;Front;Cover Workpiece;Edge Band;ABS;EG_F187
865;872;Z1_v2lis_sokkel WP 4;WP of ;;False;68;18;1;0,068;m;Right;Cover Workpiece;Edge Band;ABS;EG_F187
783;16;Sokli korrigeerija MF 300-00-Z2-00-Z2;;;;;;;4;;;Purchased;;;
783;607;puit_tyybel_8x35;;;;;;;20;;;Purchased;;;
783;13;Kruvitõmmits 5x50;;;;;;;21;;;Purchased;;;
783;13;Kruvitõmmits 5x50;;;;;;;22;;;Purchased;;;
783;896;Z1_sokliplekk;;;;;;;1;;;Purchased;;;
1;874;moodul_Z2;;;;;;;1;;;Assembly;;;
874;684;kandikuava;;;;;;;1;;;Assembly;;;
684;685;kandikuava_lagi;;;False;464;330;20;1;;;Part;;;
685;686;kandikuava_lagi WP 1;WP of ;;False;464;330;20;0,153;m²;;Fill Workpiece;Laminated Board;L_V_PLP;AB_835
684;688;kandikuava_p6hi;;;False;464;315;20;1;;;Part;;;
688;689;kandikuava_p6hi WP 1;WP of ;;False;464;315;20;0,146;m²;;Fill Workpiece;Laminated Board;MEL_NK;EG_F187
684;691;kandikuava_vasak_kylg;;;False;508;330;20;1;;;Part;;;
691;692;kandikuava_vasak_kylg WP 1;WP of ;;False;508;330;20;0,168;m²;;Fill Workpiece;Laminated Board;L_V_PLP;AB_835
691;694;kandikuava_vasak_kylg WP 2;WP of ;;False;315;20;1;0,315;m;Right;Cover Workpiece;Edge Band;ABS;EG_U999
691;696;kandikuava_vasak_kylg WP 3;WP of ;;False;315;20;1;0,315;m;Left;Cover Workpiece;Edge Band;ABS;EG_U999
684;698;kandikuava_parem_kylg;;;False;508;330;20;1;;;Part;;;
